Words			Original Roots		Predicted roots
यहां		यहाँ			यहाँ
नहीं		नहीं			नहीं
होते		हो			हो
।		।			।
समारोह		समारोह			समारोह
में		में			में
लता		लता			लता
मंगेशकर		मंगेशकर			मंगेश
ने		ने			ने
कहा		कह			कह
कि		कि			कि
उन्हें		वह			वह
पूरा		पूरा			पूरा
यकीन		यकीन			यकीन
है		है			है
कि		कि			कि
सचिन		सचिन			सचिन
धमाकेदार		धमाकेदार			धमाकेदार
प्रदर्शन		प्रदर्शन			प्रदर्शन
के		के			का
साथ		साथ			साथ
टीम		टीम			टीम
में		में			में
वापसी		वापसी			वापसी
करेंगे		कर			कर
।		।			।
लता		लता			लता
मंगेशकर		मंगेशकर			मंगेश
ने		ने			ने
बल्लेबाजी		बल्लेबाजी			बल्लेबाजी
के		का			का
धुरंधर		धुरंधर			धुरंधर
सचिन		सचिन			सचिन
को		को			को
एक		एक			एक
सुनहरा		सुनहरा			सुनहरा
बल्ला		बल्ला			बल्ला
भेंट		भेंट			भेंट
किया		कर			कर
।		।			।
उन्होंने		वह			वह
कहा		कह			कह
कि		कि			कि
वह		वह			वह
क्रिकेट		क्रिकेट			क्रिकेट
के		के			का
बारे		बारे			बारे
में		में			में
ज्यादा		ज्यादा			ज्यादा
नहीं		नहीं			नहीं
जानतीं		जान			जात
लेकिन		लेकिन			लेकिन
सचिन		सचिन			सचिन
की		का			का
जबरदस्त		जबरदस्त			जबरदस्त
फैन		फैन			फैन
हैं		है			है
और		और			और
उनकी		वह			वह
बल्लेबाजी		बल्लेबाजी			बल्लेबाजी
देखने		देख			देख
के		के			का
लिए		लिए			लिए
वह		वह			वह
टीवी		टीवी			टीवी
स्क्रीन		स्क्रीन			स्क्रीन
से		से			से
नहीं		नहीं			नहीं
हटतीं		हट			हटतँ
।		।			।
बिहार		बिहार			बिहार
